road	Z8810
name	Bakerganj-Padrishibpur-Kathaltali-Subidkhali-Barguna Road
length	55
from	Bakerganj
to	Barguna
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1592
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1592&RoadNo=Z8810
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1592&RoadNo=Z8810
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1592&RoadNo=Z8810
