road	Z1504
name	Ukhia-Gundhum Road
length	2
from	Ukhia
to	Gundhum
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1276
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1276&RoadNo=Z1504
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1276&RoadNo=Z1504
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1276&RoadNo=Z1504
