roadNo	roadId	startChainage	endChainage	width	nrLanes
R360	1385	0	0.06	32.5	8
R360	1385	0.06	0.15	12	3
R360	1385	0.15	2.1	6.1	2
R360	1385	2.1	4.1	5.7	2
R360	1385	4.1	8.4	5.75	2
R360	1385	8.4	14.5	5.68	2
R360	1385	14.5	20.8	5.67	2
R360	1385	20.8	26.8	5.69	2
R360	1385	26.8	32.4	5.62	2
R360	1385	32.4	36.8	5.62	2
R360	1385	36.8	43.7	5.68	2
R360	1385	43.7	43.9	9.1	3
R360	1385	43.9	46.67	9.7	3
R360	1385	46.67	46.84	12.4	4
R360	1385	46.84	53.12	5.64	2
R360	1385	53.12	59.4	5.66	2
R360	1385	59.4	59.5	12.5	4
R360	1385	59.5	64.5	5.55	2
R360	1385	64.5	70.3	5.58	2
R360	1385	70.3	70.42	5.6	2
R360	1385	70.42	82.76	5.61	2
R360	1385	82.76	89.4	5.61	2
R360	1385	89.4	97.44	5.56	2
R360	1385	97.44	97.62	5.61	2
R360	1385	97.62	100.94	5.6	2
R360	1385	100.94	101.05	5.57	2
R360	1385	101.05	103.97	5.54	2
R360	1385	103.97	104.085	5.6	2
R360	1385	104.085	109.75	5.61	2
R360	1385	109.75	109.965	5.6	2
R360	1385	109.965	113.915	5.6	2
R360	1385	113.915	115.55	6.41	2
R360	1385	115.55	116.385	9.7	3
