road	Z8002
name	Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road
length	23
from	Konakhola
to	Hemayetpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1387
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1387&RoadNo=Z8002
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1387&RoadNo=Z8002
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1387&RoadNo=Z8002
