road	R746
name	Meherpur-Mujibnagar (BRD Camp) Road
length	16
from	Meherpur (College more int with R745)
to	Mujibnagar (Smriti Shoudha)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1614
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1614&RoadNo=R746
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1614&RoadNo=R746
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1614&RoadNo=R746
