roadNo	roadId	startChainage	endChainage	width	nrLanes
Z5401	1261	0	0.02	17	4
Z5401	1261	0.02	0.762	7.5	2
Z5401	1261	0.762	1.074	7.5	2
Z5401	1261	1.074	1.324	7.5	2
Z5401	1261	1.324	4.913	6.2	2
Z5401	1261	4.913	5.113	7.5	2
Z5401	1261	5.113	7.063	6.1	2
Z5401	1261	7.063	12.08	6.1	2
Z5401	1261	12.08	12.38	6.1	2
Z5401	1261	12.38	16.155	6.1	2
Z5401	1261	16.155	19.461	6	2
Z5401	1261	19.461	20.001	7.3	2
Z5401	1261	20.001	20.086	7.3	2
Z5401	1261	20.086	27.644	6	2
Z5401	1261	27.644	28.853	5.8	2
Z5401	1261	28.853	29.163	7.3	2
Z5401	1261	29.163	36.218	5.8	2
Z5401	1261	36.218	36.378	6.5	2
Z5401	1261	36.378	37.178	6.5	2
Z5401	1261	37.178	40.627	6	2
Z5401	1261	40.627	50.233	5.5	2
Z5401	1261	50.233	54.762	5.5	2
Z5401	1261	54.762	54.917	6.8	2
Z5401	1261	54.917	55.157	7.3	2
Z5401	1261	55.157	55.204	14.65	4
