roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1434	942	0	0.15	5.5	2
Z1434	942	0.15	0.35	3.6	1
Z1434	942	0.35	0.45	5	1.5
Z1434	942	0.45	0.65	5	1.5
Z1434	942	0.65	5.337	3.8	1
Z1434	942	5.337	5.692	4	1.5
Z1434	942	6.381	6.674	4	1.5
Z1434	942	6.674	8.75	3.7	1
Z1434	942	8.75	9.7	5.6	2
Z1434	942	9.7	10.8	5.2	1.5
Z1434	942	10.8	11.17	5.7	2
Z1434	942	11.17	11.6	3.2	1
Z1434	942	11.6	13.5	5.8	2
Z1434	942	13.5	15.55	4.4	1.5
Z1434	942	15.55	15.95	5.5	2
Z1434	942	15.95	19.8	4.4	1.5
Z1434	942	19.8	19.803	5	1.5
