road	Z8023
name	Garakhola - Kashiani (Bashpur) Road
length	7
from	Garakhola
to	Bashpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1189
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1189&RoadNo=Z8023
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1189&RoadNo=Z8023
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1189&RoadNo=Z8023
