road	R460
name	Jamalpur-Sherpur-Bangaon Road
length	33
from	Jamalpur
to	Bangaon
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1347
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1347&RoadNo=R460
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1347&RoadNo=R460
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1347&RoadNo=R460
