road	Z1131
name	Khutakhali-Maheshkhali Road
length	7
from	Khutakhali
to	Maheshkhali
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1419
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1419&RoadNo=Z1131
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1419&RoadNo=Z1131
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1419&RoadNo=Z1131
