roadNo	roadId	startChainage	endChainage	width	nrLanes
R850	906	0	0.15	14	4
R850	906	0.15	0.3	7.5	2
R850	906	0.3	3.865	5.5	2
R850	906	3.865	5.83	5.4	1.5
R850	906	5.83	5.93	5.4	1.5
R850	906	5.93	6.03	5.4	1.5
R850	906	6.03	6.13	5.4	1.5
R850	906	6.13	6.28	5.4	1.5
R850	906	6.28	8.69	5.4	1.5
R850	906	8.69	8.79	5.4	1.5
R850	906	8.79	9.29	5.4	1.5
R850	906	9.29	9.63	5.4	1.5
R850	906	9.63	9.74	5.4	1.5
R850	906	9.74	9.99	5.4	1.5
R850	906	9.99	10.14	5.4	1.5
R850	906	10.14	10.75	5.4	1.5
R850	906	10.75	11.15	5.4	1.5
R850	906	11.15	11.56	5.4	1.5
R850	906	11.56	11.561	5.4	1.5
R850	906	11.561	11.95	5.4	1.5
R850	906	11.95	12.51	5.4	1.5
R850	906	12.51	13.25	5.4	1.5
R850	906	13.25	13.385	5.4	1.5
R850	906	13.385	13.7	5.4	1.5
R850	906	13.7	14	5.4	1.5
R850	906	14	14.15	3.4	1
R850	906	14.15	14.33	5.4	1.5
R850	906	14.33	14.6	5.4	1.5
R850	906	14.6	14.9	5.4	1.5
R850	906	14.9	15.05	5.4	1.5
R850	906	15.05	15.2	5.4	1.5
R850	906	15.2	15.34	5.4	1.5
R850	906	15.34	17.415	3.4	1
R850	906	17.415	17.55	5.4	1.5
R850	906	17.55	19.4	5.4	1.5
R850	906	19.4	20.2	5.4	1.5
R850	906	20.2	20.47	5.4	1.5
R850	906	20.47	21.58	5.4	1.5
R850	906	21.58	22	5.4	1.5
R850	906	22	27.65	5.4	1.5
R850	906	27.65	27.8	5.4	1.5
R850	906	27.8	29.15	5.4	1.5
R850	906	29.15	30.3	5.4	1.5
R850	906	30.3	33.24	5.4	1.5
R850	906	33.24	33.63	5.4	1.5
R850	906	33.63	33.94	5.4	1.5
R850	906	33.94	34.29	5.4	1.5
R850	906	34.29	34.46	5.4	1.5
R850	906	34.46	35.1	10	3
R850	906	35.1	35.2	9	3
R850	906	35.2	36.15	7.4	2
R850	906	36.15	36.87	7.4	2
R850	906	36.87	37.56	7.4	2
R850	906	37.56	37.77	10	3
R850	906	37.77	38.38	5.4	1.5
R850	906	38.38	39.28	5.4	1.5
R850	906	39.28	39.56	5.4	1.5
R850	906	39.56	44.83	5.4	1.5
