road	Z1434
name	Sonagazi-Olamabazar-Chardarbeshpur-Companiganj Road
length	20
from	Sonagazi
to	Companiganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=942
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=942&RoadNo=Z1434
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=942&RoadNo=Z1434
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=942&RoadNo=Z1434
