road	Z5035
name	Mokamtala (Bogra-Rangpur National Highway)-Sonatala-Harikhali-Hatsherpur-Sariakandi Road
length	41
from	Mokamtala
to	Sariakandi
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1105
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1105&RoadNo=Z5035
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1105&RoadNo=Z5035
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1105&RoadNo=Z5035
