road	R587
name	Thakurgaon Town Old Section (Bus Stand-Railway Station)
length	6
from	Bus Stand
to	Railway Station
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1155
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1155&RoadNo=R587
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1155&RoadNo=R587
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1155&RoadNo=R587
