road	Z8701
name	Charkhali-Tushkhali-Mathbaria-Patharghata Road
length	57
from	Charkhali
to	Patharghata
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1071
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1071&RoadNo=Z8701
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1071&RoadNo=Z8701
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1071&RoadNo=Z8701
