road	R713
name	Charikoal at R710-Shilahdah Link Road
length	5
from	Charikoal
to	Shilahdah
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1437
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1437&RoadNo=R713
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1437&RoadNo=R713
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1437&RoadNo=R713
