road	R801
name	Chasara-Jurain-Kamalapur Road
length	14
from	Chasara
to	Kamalapur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1644
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1644&RoadNo=R801
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1644&RoadNo=R801
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1644&RoadNo=R801
