roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1069	1456	0	6	3.7	1
Z1069	1456	6	11.46	4.75	1.5
Z1069	1456	11.46	13.2	3.15	1
Z1069	1456	13.2	13.664	3.8	1
Z1069	1456	13.664	14.442	3.8	1
Z1069	1456	14.442	16.652	3.8	1
Z1069	1456	16.652	17	3.8	1
Z1069	1456	17	18	3.8	1
Z1069	1456	18	21.48	5	1.5
Z1069	1456	21.48	24.8	3.7	1
Z1069	1456	24.8	27.46	5	1.5
Z1069	1456	27.46	33.53	3.7	1
Z1069	1456	33.53	41.352	3.7	1
Z1069	1456	41.352	47.252	5.8	2
Z1069	1456	47.252	47.55	3.7	1
Z1069	1456	47.55	55.14	5.7	2
Z1069	1456	55.14	61.27	3.8	1
