road	Z7451
name	8th km of Kushtia-Meherpur Highway to Miupur Thana Connecting Road
length	2
from	8th Mile
to	Mirpur G.P.O
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1082
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1082&RoadNo=Z7451
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1082&RoadNo=Z7451
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1082&RoadNo=Z7451
