road	Z5023
name	Rangapur-Gangachhara Road
length	13
from	Rangpur (Medical More)
to	Gangachhara
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1582
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1582&RoadNo=Z5023
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1582&RoadNo=Z5023
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1582&RoadNo=Z5023
