road	Z5042
name	Sirajganj-Raiganj (Chandaikona) Road
length	21
from	Sirajganj
to	Chandaikona
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1164
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1164&RoadNo=Z5042
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1164&RoadNo=Z5042
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1164&RoadNo=Z5042
