roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1430	1325	0	0.054	13.5	4
Z1430	1325	0.054	0.784	3.8	1
Z1430	1325	0.784	1.502	3.65	1
Z1430	1325	1.502	1.712	3.8	1
Z1430	1325	1.712	2.29	3.2	1
Z1430	1325	2.29	4.04	3.65	1
Z1430	1325	4.04	4.52	3.2	1
Z1430	1325	4.52	5.121	3.65	1
Z1430	1325	5.121	5.721	3.2	1
Z1430	1325	5.721	8.751	3.65	1
Z1430	1325	8.751	10.251	3.8	1
Z1430	1325	10.251	10.501	3.2	1
Z1430	1325	10.501	14.429	3	1
Z1430	1325	14.429	18.469	3.7	1
Z1430	1325	18.469	22.909	3.7	1
Z1430	1325	22.909	24.809	5.5	2
Z1430	1325	24.809	26.512	3.7	1
Z1430	1325	26.512	27.152	5.5	2
Z1430	1325	27.152	27.479	3.7	1
