road	Z1602
name	Jaliapara-Sindukchhari-Mahalchhari Road
length	22
from	Jaliapara
to	Mahalchhari
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1245
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1245&RoadNo=Z1602
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1245&RoadNo=Z1602
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1245&RoadNo=Z1602
