road	Z1438
name	Tamuruddin Link Road
length	17
from	Kasherhat
to	Hilton Road Point
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1650
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1650&RoadNo=Z1438
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1650&RoadNo=Z1438
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1650&RoadNo=Z1438
