road	R142
name	Begamganj-Sonaimuri-Ramganj Road
length	38
from	Begumganj
to	Ramganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=902
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=902&RoadNo=R142
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=902&RoadNo=R142
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=902&RoadNo=R142
