road	Z4616
name	Sribardi-Viadanga-Jhinaigati Road
length	19
from	Sribardi
to	Jhinaigati
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1246
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1246&RoadNo=Z4616
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1246&RoadNo=Z4616
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1246&RoadNo=Z4616
