roadNo	roadId	startChainage	endChainage	width	nrLanes
Z2013	1513	0	1	5.2	1.5
Z2013	1513	1	2.28	4	1.5
Z2013	1513	2.28	2.75	3.6	1
Z2013	1513	2.75	5.13	3	1
Z2013	1513	5.13	6.24	4	1.5
Z2013	1513	6.24	7.45	3.4	1
Z2013	1513	7.45	7.9	5	1.5
Z2013	1513	7.9	10.15	3.4	1
Z2013	1513	10.15	10.55	3.2	1
Z2013	1513	10.55	13.27	3.8	1
Z2013	1513	13.27	13.5	5.4	1.5
Z2013	1513	13.5	14.65	3.4	1
Z2013	1513	14.65	16.17	4	1.5
Z2013	1513	16.17	18.095	3.5	1
Z2013	1513	18.095	18.8	4.2	1.5
Z2013	1513	18.8	19.1	5	1.5
Z2013	1513	19.1	25.045	3.7	1
