road	Z1025
name	Kumira-Sandwip Road
length	12
from	Kumira
to	Sandwip
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1652
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1652&RoadNo=Z1025
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1652&RoadNo=Z1025
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1652&RoadNo=Z1025
