roadNo	roadId	startChainage	endChainage	width	nrLanes
R160	1378	0	1.8	5.54	2
R160	1378	1.8	2.2	5.54	2
R160	1378	2.2	2.45	6.1	2
R160	1378	2.45	5.4	5.55	2
R160	1378	5.4	8.6	5.53	2
R160	1378	8.6	11	5.57	2
R160	1378	11	13	5.57	2
R160	1378	13	16.05	5.56	2
R160	1378	16.05	20.05	5.61	2
R160	1378	20.05	22.5	5.58	2
R160	1378	22.5	22.8	9.6	3
R160	1378	22.8	26	5.58	2
R160	1378	26	30.4	5.57	2
R160	1378	30.4	34.3	5.62	2
R160	1378	34.3	37.8	5.54	2
R160	1378	37.8	41.6	5.54	2
R160	1378	41.6	44.3	5.51	2
R160	1378	44.3	44.95	7.3	2
R160	1378	44.95	47.6	5.6	2
R160	1378	47.6	50.2	5.5	2
R160	1378	50.2	54.3	5.6	2
R160	1378	54.3	58.2	5.58	2
R160	1378	58.2	62.4	5.6	2
R160	1378	62.4	66.5	5.61	2
R160	1378	66.5	69.6	5.61	2
R160	1378	69.6	71.65	5.56	2
R160	1378	71.65	72.25	7	2
R160	1378	72.25	78.6	5.61	2
R160	1378	78.6	83.65	5.57	2
R160	1378	83.65	87.6	5.6	2
R160	1378	87.6	90	6.64	2
R160	1378	90	90.519	5.7	2
R160	1378	90.519	91.245	9.2	3
R160	1378	91.245	93.294	5.71	2
