roadNo	roadId	startChainage	endChainage	width	nrLanes
Z3707	969	0	0.14	6	2
Z3707	969	0.14	0.54	6	2
Z3707	969	0.54	0.74	6	2
Z3707	969	0.74	1.47	4.65	1.5
Z3707	969	1.47	3.25	4.65	1.5
Z3707	969	3.25	4.8	3.2	1
Z3707	969	4.8	5.01	4.7	1.5
Z3707	969	5.01	5.24	4.5	1.5
Z3707	969	5.24	5.54	3	1
Z3707	969	5.54	6.34	3.3	1
Z3707	969	6.34	8.24	3.7	1
Z3707	969	8.24	8.27	3.3	1
Z3707	969	8.27	8.94	3.7	1
Z3707	969	8.94	10.04	3.3	1
Z3707	969	10.04	10.44	2.95	1
Z3707	969	10.44	11.84	3.8	1
Z3707	969	11.84	12.37	3.1	1
Z3707	969	12.37	13.74	5.35	1.5
Z3707	969	13.74	15.65	5.42	1.5
Z3707	969	15.65	15.79	5.3	1.5
Z3707	969	15.79	16.74	3.45	1
Z3707	969	16.74	19.23	3.56	1
Z3707	969	19.23	23.45	3.58	1
Z3707	969	23.45	27.45	3.6	1
Z3707	969	27.45	29.5	3.6	1
Z3707	969	29.5	31.85	3.62	1
Z3707	969	31.85	32.85	3.6	1
Z3707	969	32.85	34.1	3.6	1
Z3707	969	34.1	34.72	5.4	1.5
Z3707	969	34.72	37.15	5.81	2
Z3707	969	37.15	38.7	3.5	1
Z3707	969	38.7	40.1	3.6	1
Z3707	969	40.1	41.19	3.61	1
Z3707	969	41.19	42.78	5.61	2
