road	R112
name	Narayanganj (Signboard)-Demra-Amulia-Rampura Road
length	9
from	Signboard
to	Rampura
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1400
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1400&RoadNo=R112
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1400&RoadNo=R112
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1400&RoadNo=R112
