road	Z2806
name	Niamatpur-Tahirpur Road
length	17
from	Niamatpur
to	Tahirpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1636
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1636&RoadNo=Z2806
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1636&RoadNo=Z2806
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1636&RoadNo=Z2806
