road	R550
name	Mokamtala-Kalai-Joypurhat Road
length	37
from	Mokamtala
to	Joypurhat (Pachur More)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1346
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1346&RoadNo=R550
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1346&RoadNo=R550
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1346&RoadNo=R550
