road	Z7024
name	Gopalpur-Talsar Bazar-Kotchandpur-Azampur-Maheshpur Road
length	26
from	Gopalpur
to	Moheshpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1024
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1024&RoadNo=Z7024
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1024&RoadNo=Z7024
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1024&RoadNo=Z7024
