roadNo	roadId	startChainage	endChainage	width	nrLanes
Z3040	1248	0	0.3	4.5	1.5
Z3040	1248	0.3	0.92	3.61	1
Z3040	1248	0.92	2.3	3.58	1
Z3040	1248	2.3	3.8	3.57	1
Z3040	1248	3.8	5.6	3.57	1
Z3040	1248	5.6	7.1	3.58	1
Z3040	1248	7.1	9.2	3.6	1
Z3040	1248	9.2	11.1	3.58	1
Z3040	1248	11.1	11.73	3.6	1
Z3040	1248	11.73	11.9	3.62	1
Z3040	1248	11.9	13.53	5.74	2
Z3040	1248	13.53	14.8	3.74	1
Z3040	1248	14.8	15.452	3.42	1
Z3040	1248	15.452	17.46	3.5	1
Z3040	1248	17.46	18	3.52	1
Z3040	1248	18	19.4	3.6	1
Z3040	1248	19.4	20.351	3.6	1
