roadNo	roadId	startChainage	endChainage	width	nrLanes
Z5554	1138	0	0.02	6.2	2
Z5554	1138	0.02	0.23	6.2	2
Z5554	1138	0.23	2.055	4	1.5
Z5554	1138	2.055	3.72	5.2	1.5
Z5554	1138	3.72	8.47	4	1.5
Z5554	1138	8.47	10.68	3.8	1
Z5554	1138	10.68	10.86	4.2	1.5
Z5554	1138	10.86	16.38	3.8	1
Z5554	1138	16.38	17.05	4	1.5
Z5554	1138	17.05	18.98	3.8	1
Z5554	1138	18.98	19.48	4	1.5
Z5554	1138	19.48	19.51	3.5	1
Z5554	1138	19.51	19.98	3.5	1
Z5554	1138	20.48	20.656	3.5	1
Z5554	1138	20.656	25.26	3.8	1
Z5554	1138	25.26	28.41	5.2	1.5
Z5554	1138	28.41	29.46	16.1	4
