road	Z8507
name	Bangabandhu Mazar Connecting Road
length	1
from	Mazar Connecting road
to	Mazar Connecting road
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1127
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1127&RoadNo=Z8507
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1127&RoadNo=Z8507
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1127&RoadNo=Z8507
