road	R720
name	Magura-Narail Road
length	47
from	Magura
to	Narail
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=903
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=903&RoadNo=R720
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=903&RoadNo=R720
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=903&RoadNo=R720
