road	Z8915
name	Baghmara-Banglabazar-Daulatkhan Road
length	16
from	Baghmara
to	Daulatkhan
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1182
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1182&RoadNo=Z8915
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1182&RoadNo=Z8915
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1182&RoadNo=Z8915
