road	R111
name	Signboard at 6th km of N1Road-Narayanganj Road
length	8
from	Signboard
to	Chasara
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1436
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1436&RoadNo=R111
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1436&RoadNo=R111
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1436&RoadNo=R111
