roadNo	roadId	startChainage	endChainage	width	nrLanes
Z4606	1504	0	0.02	7.2	2
Z4606	1504	0.02	1.82	3.7	1
Z4606	1504	1.82	3.61	3.68	1
Z4606	1504	3.61	5.22	3.6	1
Z4606	1504	5.22	5.26	5.5	2
Z4606	1504	5.26	7.63	3.6	1
Z4606	1504	7.63	7.66	5	1.5
Z4606	1504	7.66	7.72	5.5	2
Z4606	1504	7.72	9.42	3.65	1
Z4606	1504	9.42	9.57	5.2	1.5
Z4606	1504	9.57	10.1	3.67	1
Z4606	1504	10.1	10.135	5.5	2
Z4606	1504	10.135	12.88	3.9	1
Z4606	1504	12.88	13.33	5.2	1.5
Z4606	1504	13.33	16.48	3.65	1
Z4606	1504	16.48	19.83	3.6	1
Z4606	1504	19.83	21.06	3.65	1
Z4606	1504	21.06	21.09	5.5	2
Z4606	1504	21.09	23.385	3.65	1
Z4606	1504	23.385	23.845	3.8	1
Z4606	1504	23.845	26.06	3.6	1
Z4606	1504	26.06	27.075	5.4	1.5
Z4606	1504	27.075	29.045	3.5	1
Z4606	1504	29.045	29.965	3.6	1
Z4606	1504	29.965	31.77	3.8	1
Z4606	1504	31.77	34.035	3.7	1
Z4606	1504	34.035	37.17	3.66	1
Z4606	1504	37.17	37.34	5.3	1.5
Z4606	1504	37.34	38.12	3.65	1
Z4606	1504	38.12	39.1	4	1.5
Z4606	1504	39.1	43.11	3.64	1
Z4606	1504	43.11	46.61	3.62	1
Z4606	1504	46.61	49.48	3.62	1
Z4606	1504	49.48	51.48	3.64	1
Z4606	1504	51.48	52.15	6	2
Z4606	1504	52.15	54.13	3.67	1
Z4606	1504	54.13	56.48	3.58	1
Z4606	1504	56.48	59.195	3.62	1
Z4606	1504	59.195	60.685	3.57	1
Z4606	1504	60.685	61.325	5.4	1.5
Z4606	1504	61.325	63.415	3.59	1
Z4606	1504	63.415	64.41	3.62	1
Z4606	1504	64.41	64.65	5.4	1.5
Z4606	1504	64.65	65.985	3.78	1
Z4606	1504	65.985	66.335	5.38	1.5
Z4606	1504	66.335	69.315	3.8	1
Z4606	1504	69.315	70.91	5.37	1.5
Z4606	1504	70.91	72.3	5.4	1.5
Z4606	1504	72.3	75.7	3.68	1
Z4606	1504	75.7	77.045	5.37	1.5
Z4606	1504	77.045	78.44	3.62	1
Z4606	1504	78.44	81.37	3.5	1
Z4606	1504	81.37	81.57	5.35	1.5
Z4606	1504	81.57	84.57	3.5	1
Z4606	1504	84.57	85.548	3.58	1
Z4606	1504	85.548	85.888	5.36	1.5
Z4606	1504	85.888	86.92	3.62	1
