road	Z5858
name	Phulbari Parbatipur Link Road (Habra Bazar Road)
length	1
from	Rosulpur More
to	Golabari More
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1700
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1700&RoadNo=Z5858
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1700&RoadNo=Z5858
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1700&RoadNo=Z5858
