road	Z1053
name	Gouripur-Homna Road
length	18
from	Gouripur
to	Homna
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1349
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1349&RoadNo=Z1053
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1349&RoadNo=Z1053
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1349&RoadNo=Z1053
