road	Z5464
name	Patnitala-Shibpur Road
length	10
from	Patnitala
to	Shibpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=986
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=986&RoadNo=Z5464
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=986&RoadNo=Z5464
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=986&RoadNo=Z5464
