roadNo	roadId	startChainage	endChainage	width	nrLanes
Z8004	1459	0	0.12	6.2	2
Z8004	1459	0.12	1.45	5.62	2
Z8004	1459	1.45	2.63	3.62	1
Z8004	1459	2.63	2.7	7.3	2
Z8004	1459	2.7	3.15	5.6	2
Z8004	1459	3.15	4.43	3.6	1
Z8004	1459	4.43	4.75	5.6	2
Z8004	1459	4.75	5.35	3.62	1
Z8004	1459	5.35	5.55	5.5	2
Z8004	1459	5.55	6.16	3.6	1
Z8004	1459	6.16	6.32	7.3	2
Z8004	1459	6.32	8.4	3.68	1
Z8004	1459	8.4	10.2	3.72	1
Z8004	1459	10.2	12.4	3.7	1
Z8004	1459	12.4	14.5	3.76	1
Z8004	1459	14.5	15.2	3.75	1
Z8004	1459	15.2	18.88	5.62	2
Z8004	1459	18.88	19.4	7.2	2
Z8004	1459	19.4	20.42	5.6	2
Z8004	1459	20.42	20.455	9.5	3
