roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1445	910	0	0.02	9.15	3
Z1445	910	0.02	0.62	3.7	1
Z1445	910	0.62	0.787	5.5	2
Z1445	910	0.787	0.815	5.5	2
Z1445	910	0.815	2.43	3.8	1
Z1445	910	2.43	2.5	4.3	1.5
Z1445	910	2.5	2.955	3.8	1
Z1445	910	2.955	3.08	5.5	2
Z1445	910	3.08	3.6	3.65	1
Z1445	910	3.6	3.72	4.2	1.5
Z1445	910	3.72	5.75	3.7	1
Z1445	910	5.75	6.2	4.2	1.5
Z1445	910	6.2	8.2	3.65	1
Z1445	910	8.2	10.68	3.8	1
Z1445	910	10.68	11.68	3.65	1
Z1445	910	11.68	13.05	3.5	1
Z1445	910	13.05	20.11	3.7	1
