road	Z2121
name	Puradia-Belabo Road
length	8
from	Puradia
to	Belobo
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=950
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=950&RoadNo=Z2121
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=950&RoadNo=Z2121
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=950&RoadNo=Z2121
