roadNo	roadId	startChainage	endChainage	width	nrLanes
Z2802	1238	0	0.04	5.9	2
Z2802	1238	0.04	1.2	5.9	2
Z2802	1238	1.2	2.6	5.56	2
Z2802	1238	2.6	4.1	5.57	2
Z2802	1238	4.1	5.6	5.58	2
Z2802	1238	5.6	7.1	5.6	2
Z2802	1238	7.1	8.5	5.61	2
Z2802	1238	8.5	10.2	5.57	2
Z2802	1238	10.2	12.1	5.57	2
Z2802	1238	12.1	14.193	3.64	1
Z2802	1238	14.387	15.7	3.64	1
Z2802	1238	15.7	17.2	3.64	1
Z2802	1238	17.2	18.6	3.63	1
Z2802	1238	18.6	20.2	3.64	1
Z2802	1238	20.2	21.6	3.63	1
Z2802	1238	21.6	23.2	3.64	1
Z2802	1238	23.2	24.4	3.66	1
Z2802	1238	24.4	25.1	3.67	1
Z2802	1238	25.1	25.83	3.67	1
