road	R221
name	Muktijoddha Commandant Manik Chowdhury Road (Kamrapur, Habiganj-Nasratpur)
length	14
from	Kamrapur, Habiganj
to	Nasratpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1642
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1642&RoadNo=R221
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1642&RoadNo=R221
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1642&RoadNo=R221
