roadNo	roadId	startChainage	endChainage	width	nrLanes
R142	902	0	0.104	18.32	5
R142	902	0.104	0.16	15.4	4
R142	902	0.16	0.2	14	4
R142	902	0.2	10.713	7.32	2
R142	902	10.713	10.813	7.5	2
R142	902	10.813	16.784	5.5	2
R142	902	16.784	16.924	7	2
R142	902	16.924	18.624	5.5	2
R142	902	18.624	18.724	7	2
R142	902	18.724	20.8	5.5	2
R142	902	20.8	21.1	6.9	2
R142	902	21.1	23.54	5.5	2
R142	902	23.54	23.94	6.8	2
R142	902	23.94	24.61	6	2
R142	902	24.61	25	5	1.5
R142	902	25	25.5	6.5	2
R142	902	25.5	25.89	5	1.5
R142	902	25.89	29.1	5.5	2
R142	902	29.1	29.2	8.5	2
R142	902	29.2	29.3	6.3	2
R142	902	29.3	37	5.5	2
R142	902	37	37.34	5.7	2
R142	902	37.34	37.65	6.3	2
R142	902	37.65	37.72	6.3	2
