road	Z8943
name	Tajumuddin-Kunjerhat Road
length	9
from	Tajumuddin (intersection with Z8905)
to	Kunjerhat
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1183
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1183&RoadNo=Z8943
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1183&RoadNo=Z8943
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1183&RoadNo=Z8943
