road	Z1008
name	Chandina-Debidwar Road
length	14
from	Chandina
to	Debidwar
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1353
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1353&RoadNo=Z1008
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1353&RoadNo=Z1008
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1353&RoadNo=Z1008
