road	R749
name	Darsana-Mujibnagar Road
length	28
from	Darsana
to	Mujibnagar (Kaderganj , Int with R746)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1157
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1157&RoadNo=R749
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1157&RoadNo=R749
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1157&RoadNo=R749
