road	R586
name	Fulbari Bus Stand-Dinajpur Govt. College Road
length	3
from	Fulbari Bus Stand
to	Dinajpur Govt College
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1542
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1542&RoadNo=R586
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1542&RoadNo=R586
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1542&RoadNo=R586
