road	R162
name	Rangamati (Manikchhari)-Mohalchhari-Khagrachhari Road
length	62
from	Manikchhari
to	Khagrachhari (Chengi Bridge)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1395
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1395&RoadNo=R162
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1395&RoadNo=R162
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1395&RoadNo=R162
