road	Z7201
name	Arpara-Salikha Road
length	12
from	Arpara
to	Shalikha
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=995
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=995&RoadNo=Z7201
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=995&RoadNo=Z7201
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=995&RoadNo=Z7201
