roadNo	roadId	startChainage	endChainage	width	nrLanes
R220	1480	0	0.06	16.5	5
R220	1480	0.06	0.2	5.8	2
R220	1480	0.2	1.4	5.64	2
R220	1480	1.4	2.8	5.54	2
R220	1480	2.8	4.1	5.47	1.5
R220	1480	4.1	5.8	5.52	2
R220	1480	5.8	6.9	5.48	1.5
R220	1480	6.9	8.3	5.53	2
R220	1480	8.3	10.1	5.56	2
R220	1480	10.1	11.8	5.6	2
R220	1480	11.8	12.9	5.47	1.5
R220	1480	12.9	14.2	5.53	2
R220	1480	14.2	15.9	5.52	2
R220	1480	15.9	17.3	5.49	1.5
R220	1480	17.3	18.7	5.49	1.5
R220	1480	18.7	20.2	5.48	1.5
R220	1480	20.2	21.8	5	1.5
R220	1480	21.8	23.3	5.4	1.5
R220	1480	23.3	24.44	5.4	1.5
R220	1480	24.44	25.4	6.5	2
R220	1480	25.4	26.95	5.4	1.5
R220	1480	26.95	28.3	5.46	1.5
R220	1480	28.3	30.1	5.47	1.5
R220	1480	30.1	31.7	5.49	1.5
R220	1480	31.7	33.2	5.48	1.5
R220	1480	33.2	34.7	5.46	1.5
R220	1480	34.7	36.1	5.46	1.5
R220	1480	36.1	37.8	5.4	1.5
R220	1480	37.8	39.2	5.49	1.5
R220	1480	39.2	40.8	5.48	1.5
R220	1480	40.8	42.4	5.4	1.5
R220	1480	42.4	43.8	5.46	1.5
R220	1480	43.8	45.2	5.5	2
R220	1480	45.2	46.8	5.4	1.5
R220	1480	46.8	48.2	5.4	1.5
R220	1480	48.2	49.6	5.4	1.5
R220	1480	49.6	50.1	5.54	2
R220	1480	50.1	51.772	7.8	2
