roadNo	roadId	startChainage	endChainage	width	nrLanes
Z2002	1467	0	0.2	8.5	2
Z2002	1467	0.2	1.35	5.5	2
Z2002	1467	1.35	2.5	5.58	2
Z2002	1467	2.5	3.9	5.4	1.5
Z2002	1467	3.9	5.2	5.53	2
Z2002	1467	5.2	6.8	5.53	2
Z2002	1467	6.8	8.2	5.51	2
Z2002	1467	8.2	9.6	5.49	1.5
Z2002	1467	9.6	10.8	5.52	2
Z2002	1467	10.8	11.9	5.51	2
Z2002	1467	11.9	13.4	5.46	1.5
Z2002	1467	13.4	15.2	5.46	1.5
Z2002	1467	15.2	16.7	5.48	1.5
Z2002	1467	16.7	17.9	5.58	2
Z2002	1467	17.9	18.9	5.53	2
Z2002	1467	18.9	19.65	5.6	2
Z2002	1467	19.65	19.92	6.45	2
Z2002	1467	19.92	20.7	5.6	2
Z2002	1467	20.7	21.9	5.43	1.5
Z2002	1467	21.9	23.2	5.43	1.5
Z2002	1467	23.2	24.6	5.45	1.5
Z2002	1467	24.6	25.8	5.43	1.5
Z2002	1467	25.8	27.2	5.43	1.5
Z2002	1467	27.2	28.7	5.43	1.5
Z2002	1467	28.7	29.9	5.43	1.5
Z2002	1467	29.9	30.7	5.51	2
Z2002	1467	30.7	31.9	5.52	2
Z2002	1467	31.9	33.089	5.52	2
