road	Z8203
name	Keraniganj (Sayedpur)-Hashara-Birtara-Singpara-Kajalpur-Nagerhat Road
length	24
from	Sayedpur
to	Nagerhat
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1489
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1489&RoadNo=Z8203
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1489&RoadNo=Z8203
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1489&RoadNo=Z8203
