roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1221	1319	0	0.03	3.7	1
Z1221	1319	0.03	0.77	3.7	1
Z1221	1319	0.77	1.65	5.5	2
Z1221	1319	1.65	1.68	3.7	1
Z1221	1319	1.68	2.35	5.5	2
Z1221	1319	2.35	2.4	3.7	1
Z1221	1319	2.4	3	5.5	2
Z1221	1319	3	3.35	3.7	1
Z1221	1319	3.35	3.55	4.8	1.5
Z1221	1319	3.55	3.9	3.7	1
Z1221	1319	3.9	6.342	5.5	2
Z1221	1319	6.342	6.582	3.8	1
Z1221	1319	6.582	8.875	5.5	2
Z1221	1319	8.875	8.975	3.8	1
Z1221	1319	8.975	10.635	5.5	2
Z1221	1319	10.635	10.735	3.7	1
Z1221	1319	10.735	14.975	5.5	2
Z1221	1319	14.975	15.475	4.9	1.5
Z1221	1319	15.475	15.982	5.5	2
Z1221	1319	15.982	16.31	4.4	1.5
Z1221	1319	16.31	23.01	5.5	2
Z1221	1319	23.01	25.67	5.5	2
