roadNo	roadId	startChainage	endChainage	width	nrLanes
Z7108	1603	0	0.03	10.2	3
Z7108	1603	0.03	4.87	3.6	1
Z7108	1603	4.87	8.3	3.6	1
Z7108	1603	8.3	9	4.27	1.5
Z7108	1603	9	13.5	3.6	1
Z7108	1603	13.5	18	5.6	2
Z7108	1603	18	19.797	5.5	2
Z7108	1603	19.797	20.742	5.5	2
Z7108	1603	20.742	28.55	5.5	2
Z7108	1603	28.55	29.103	3.7	1
Z7108	1603	29.103	30.796	5.5	2
Z7108	1603	30.796	35.731	3.5	1
Z7108	1603	35.731	36.33	5.5	2
Z7108	1603	36.33	46	3.7	1
Z7108	1603	46	48.68	3.6	1
Z7108	1603	48.68	49.384	3.7	1
Z7108	1603	49.384	53.82	3.7	1
Z7108	1603	53.82	59.05	3.6	1
Z7108	1603	59.05	64.46	3.6	1
Z7108	1603	64.46	64.697	3.6	1
