road	Z1216
name	Sultanpur-Chinair-Akhura Road
length	11
from	Sultanpur
to	Akhura
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=979
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=979&RoadNo=Z1216
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=979&RoadNo=Z1216
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=979&RoadNo=Z1216
