road	Z8053
name	Bauphal (Kalaiya)-Bogi-Bhola (Debirchar) Road
length	9
from	Kaliya
to	Debirchar
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=922
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=922&RoadNo=Z8053
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=922&RoadNo=Z8053
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=922&RoadNo=Z8053
