road	Z1128
name	Illisha Bazar-Demusia-Bagguzzara Road
length	8
from	Illisha Bazar
to	Bagguzzara
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1286
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1286&RoadNo=Z1128
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1286&RoadNo=Z1128
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1286&RoadNo=Z1128
